57176	A Case of Need	http://dbpedia.org/resource/A_Case_of_Need
2910	The Cat Who Knew a Cardinal	http://dbpedia.org/resource/The_Cat_Who_Knew_a_Cardinal
323125	A Voyage to Arcturus	http://dbpedia.org/resource/A_Voyage_to_Arcturus
156627	Enemy of God	http://dbpedia.org/resource/Enemy_of_God_(novel)
16676	Commentaries on the Gallic War	http://dbpedia.org/resource/Commentarii_de_Bello_Gallico
2977710	The Moon Is Down	http://dbpedia.org/resource/The_Moon_Is_Down
35533	The Freedom Writers Diary : How a Teacher and 150 Teens Used Writing to Change Themselves and the World Around Them	http://dbpedia.org/resource/The_Freedom_Writers_Diary
2911	The Cat Who Knew Shakespeare	http://dbpedia.org/resource/The_Cat_Who_Knew_Shakespeare
210091	The Adventures of Robin Hood	http://dbpedia.org/resource/The_Merry_Adventures_of_Robin_Hood
25553	Anatomy of the Spirit: The Seven Stages of Power and Healing	http://dbpedia.org/resource/Caroline_Myss
184561	Andorra	http://dbpedia.org/resource/Peter_Cameron_(writer)
39366	The Stranger Beside Me	http://dbpedia.org/resource/The_Stranger_Beside_Me
70923	Tirra Lirra by the River	http://dbpedia.org/resource/Tirra_Lirra_by_the_River
19238	Women in Love	http://dbpedia.org/resource/Women_in_Love
1302344	Settling Accounts: The Grapple	http://dbpedia.org/resource/Settling_Accounts:_The_Grapple
46503	The Fairy Tales of Hermann Hesse	http://dbpedia.org/resource/The_Complete_Fairy_Tales_of_Hermann_Hesse
204045	Cart and Cwidder	http://dbpedia.org/resource/Cart_and_Cwidder
3181280	A Thousand Splendid Suns	http://dbpedia.org/resource/A_Thousand_Splendid_Suns
19243	All Passion Spent	http://dbpedia.org/resource/All_Passion_Spent
458767	Castles	http://dbpedia.org/resource/Castles_Forlorn
10181	Are You There God? It's Me, Margaret	http://dbpedia.org/resource/Are_You_There_God%3F_It's_Me,_Margaret.
16678	The Dragon Reborn	http://dbpedia.org/resource/The_Dragon_Reborn
31640	Snow White, Blood Red	http://dbpedia.org/resource/Snow_White,_Blood_Red_(book)
112043	Pretties	http://dbpedia.org/resource/Pretties
72977	Trials of Death	http://dbpedia.org/resource/Trials_of_Death
2913	The Cat Who Played Post Office	http://dbpedia.org/resource/The_Cat_Who_Played_Post_Office
17	Freckle Juice	http://dbpedia.org/resource/Freckle_Juice
42911	Pollyanna	http://dbpedia.org/resource/Pollyanna
2769164	The Best of Philip K. Dick	http://dbpedia.org/resource/The_Best_of_Philip_K._Dick
10182	As Seen on TV	http://dbpedia.org/resource/As_Seen_on_TV_(novel)
39368	Whose Body?	http://dbpedia.org/resource/Whose_Body%3F
22279	The Empty Chair	http://dbpedia.org/resource/The_Empty_Chair
7441	Bunnicula	http://dbpedia.org/resource/Bunnicula:_A_Rabbit-Tale_of_Mystery
49895	All That Remains	http://dbpedia.org/resource/All_That_Remains_(novel)
2914	The Cat Who Saw Red	http://dbpedia.org/resource/The_Cat_Who_Saw_Red
215855	Cobra Trap	http://dbpedia.org/resource/Cobra_Trap
272322	The Homecoming	http://dbpedia.org/resource/Homecoming_(novel)
31644	Song in the Silence	http://dbpedia.org/resource/Song_in_the_Silence
72979	Allies of the Night	http://dbpedia.org/resource/Allies_of_the_Night
35538	The History of Love	http://dbpedia.org/resource/The_History_of_Love
13490	John Adams	http://dbpedia.org/resource/John_Adams_(book)
781886	1st to Die	http://dbpedia.org/resource/1st_to_Die
94091	Bone Dance	http://dbpedia.org/resource/Bone_Dance
115434	The Lazarus Effect	http://dbpedia.org/resource/The_Lazarus_Effect_(novel)
72978	Hunters of the Dusk	http://dbpedia.org/resource/Hunters_of_the_Dusk
323121	The Domination	http://dbpedia.org/resource/Family_Guy:_Stewie's_Guide_to_World_Domination
147754	Time of Wonder	http://dbpedia.org/resource/Time_of_Wonder
42918	Proof	http://dbpedia.org/resource/The_Burden_of_Proof
104908	The Psychopathology of Everyday Life	http://dbpedia.org/resource/The_Psychopathology_of_Everyday_Life
10184	B is for Burglar	http://dbpedia.org/resource/%22B%22_Is_for_Burglar
7444	Cakes and Ale	http://dbpedia.org/resource/Cakes_and_Ale
19245	Dickens	http://dbpedia.org/resource/The_Last_Dickens
308649	Beyond the Chocolate War	http://dbpedia.org/resource/Beyond_the_Chocolate_War
781884	Four Blind Mice	http://dbpedia.org/resource/Four_Blind_Mice
42919	Putting on the Ritz	http://dbpedia.org/resource/Putting_on_the_Ritz_(novel)
2915	The Cat Who Walks Through Walls	http://dbpedia.org/resource/The_Cat_Who_Walks_Through_Walls
153353	Casebook of the Black Widowers	http://dbpedia.org/resource/Casebook_of_the_Black_Widowers
136470	Selected Poems & Letters of Emily Dickinson	http://dbpedia.org/resource/Selected_Poems_of_Henry_Ames_Blood
272334	The Midwife	http://dbpedia.org/resource/Call_the_Midwife_(book)
7446	Capitalism and freedom	http://dbpedia.org/resource/Capitalism_and_Freedom
68450	Against Our Will: Men, Women, and Rape	http://dbpedia.org/resource/Against_Our_Will
781879	2nd Chance	http://dbpedia.org/resource/2nd_Chance_(novel)
150317	The Yacoubian Building	http://dbpedia.org/resource/The_Yacoubian_Building
16684	The Fires of Heaven	http://dbpedia.org/resource/The_Fires_of_Heaven
65569	Headlong	http://dbpedia.org/resource/Headlong_(Ings_novel)
70932	Come, Tell Me How You Live	http://dbpedia.org/resource/Come,_Tell_Me_How_You_Live
150322	Wieland	http://dbpedia.org/resource/Wieland_(novel)
136471	Selected Poems: 1965-1975	http://dbpedia.org/resource/Selected_Poems_1965%25E2%2580%25931975
150323	You Bright & Risen Angels	http://dbpedia.org/resource/You_Bright_and_Risen_Angels
13493	Journal of a Novel: The East of Eden Letters	http://dbpedia.org/resource/Journal_of_a_Novel
16686	The Jesus Incident	http://dbpedia.org/resource/The_Jesus_Incident
7448	Carter Beats the Devil	http://dbpedia.org/resource/Carter_Beats_the_Devil
133991	The Bishop's Heir	http://dbpedia.org/resource/The_Bishop's_Heir
454202	The Dark Mirror	http://dbpedia.org/resource/X-Men:_Dark_Mirror
281398	Proven Guilty	http://dbpedia.org/resource/Proven_Guilty_(The_Dresden_Files)
213292	Olive's Ocean	http://dbpedia.org/resource/Olive's_Ocean
484326	The Fairy Gunmother	http://dbpedia.org/resource/The_Fairy_Gunmother
2917	The Cat Who Went Underground	http://dbpedia.org/resource/The_Cat_Who_Went_Underground
39377	Mist	http://dbpedia.org/resource/The_Mist
821975	Stumbling on Happiness	http://dbpedia.org/resource/Stumbling_on_Happiness
97193	Down There on a Visit	http://dbpedia.org/resource/Down_There_on_a_Visit
42926	Reflex	http://dbpedia.org/resource/Reflex_(novel)
115444	Limits	http://dbpedia.org/resource/Beyond_the_Limits
153357	Double Sin and Other Stories	http://dbpedia.org/resource/Double_Sin_and_Other_Stories
