2 http://dbpedia.org/resource/Madonna_(entertainer) 1 -1
2 http://dbpedia.org/resource/Nik_Kershaw 1 -1
2 http://dbpedia.org/resource/Katie_Melua 1 -1
2 http://dbpedia.org/resource/Talk_Talk 1 -1
2 http://dbpedia.org/resource/Fiction_Factory 1 -1
2 http://dbpedia.org/resource/Depeche_Mode 1 -1
2 http://dbpedia.org/resource/Lady_Gaga 1 -1
2 http://dbpedia.org/resource/Marc_Almond 1 -1
2 http://dbpedia.org/resource/Duffy_(singer) 1 -1
2 http://dbpedia.org/resource/Basia 1 -1
2 http://dbpedia.org/resource/Enigma_(musical_project) 1 -1
2 http://dbpedia.org/resource/Icehouse_(band) 1 -1
2 http://dbpedia.org/resource/Cock_Robin_(band) 1 -1
2 http://dbpedia.org/resource/INXS 1 -1
2 http://dbpedia.org/resource/Daft_Punk 1 -1
2 http://dbpedia.org/resource/Kosheen 1 -1
2 http://dbpedia.org/resource/Jean_Michel_Jarre 1 -1
2 http://dbpedia.org/resource/ABC_(band) 1 -1
2 http://dbpedia.org/resource/Faithless 1 -1
2 http://dbpedia.org/resource/Groove_Armada 1 -1
2 http://dbpedia.org/resource/The_Adventures 1 -1
2 http://dbpedia.org/resource/Matt_Bianco 1 -1
2 http://dbpedia.org/resource/George_Michael 1 -1
2 http://dbpedia.org/resource/Hooverphonic 1 -1
2 http://dbpedia.org/resource/Gorillaz 1 -1
2 http://dbpedia.org/resource/Thievery_Corporation 1 -1
2 http://dbpedia.org/resource/Air_(French_band) 1 -1
2 http://dbpedia.org/resource/Camouflage_(band) 1 -1
2 http://dbpedia.org/resource/Kylie_Minogue 1 -1
2 http://dbpedia.org/resource/Dido_(singer) 1 -1
2 http://dbpedia.org/resource/Simply_Red 1 -1
2 http://dbpedia.org/resource/Coldplay 1 -1
4 http://dbpedia.org/resource/Mew_(band) 1 -1
4 http://dbpedia.org/resource/Rock_Star_Supernova 1 -1
4 http://dbpedia.org/resource/Garbage_(band) 1 -1
4 http://dbpedia.org/resource/Delerium 1 -1
4 http://dbpedia.org/resource/Tears_for_Fears 1 -1
4 http://dbpedia.org/resource/OneRepublic 1 -1
4 http://dbpedia.org/resource/Infected_Mushroom 1 -1
4 http://dbpedia.org/resource/De/Vision 1 -1
4 http://dbpedia.org/resource/Keane_(band) 1 -1
4 http://dbpedia.org/resource/Depeche_Mode 1 -1
4 http://dbpedia.org/resource/Mick_Jackson_(singer) 1 -1
4 http://dbpedia.org/resource/Jamiroquai 1 -1
4 http://dbpedia.org/resource/James_Blunt 1 -1
4 http://dbpedia.org/resource/The_Cure 1 -1
4 http://dbpedia.org/resource/Dolores_O'Riordan 1 -1
4 http://dbpedia.org/resource/Reamonn 1 -1
4 http://dbpedia.org/resource/God_Is_an_Astronaut 1 -1
4 http://dbpedia.org/resource/Muse_(band) 1 -1
